1864.83,0,0,0.5,0,336,1550
1864.84,0,0,0.5,0,336,1550
1864.85,0,0,0.5,0,336,1550
1864.86,0,0,0.5,0,336,1550
1864.87,0,0,0.5,0,336,1550
1864.88,0,0,0.5,0,336,1550
1864.82,0,0,0.5,0,336,1550
1864.81,0,0,0.5,0,336,1550
1864.8,0,0,0.5,0,336,1550
1864.79,0,0,0.5,0,336,1550
1864.78,0,0,0.5,0,336,1550
2006.85,0,0,0.5,1,336,1550
2006.86,0,0,0.5,1,336,1550
2006.87,0,0,0.5,1,336,1550
2006.88,0,0,0.5,1,336,1550
2006.89,0,0,0.5,1,336,1550
2006.9,0,0,0.5,1,336,1550
2006.84,0,0,0.5,1,336,1550
2006.83,0,0,0.5,1,336,1550
2006.82,0,0,0.5,1,336,1550
2006.81,0,0,0.5,1,336,1550
2006.8,0,0,0.5,1,336,1550
2427,0,1,0.5,1,336,1550
2428,0,1,0.5,1,336,1550
2429,0,1,0.5,1,336,1550
2430,0,1,0.5,1,336,1550
2431,0,1,0.5,1,336,1550
2432,0,1,0.5,1,336,1550
2433,0,1,0.5,1,336,1550
2434,0,1,0.5,1,336,1550
2435,0,1,0.5,1,336,1550
2436,0,1,0.5,1,336,1550
2437,0,1,0.5,1,336,1550
2438,0,1,0.5,1,336,1550
2439,0,1,0.5,1,336,1550
2440,0,1,0.5,1,336,1550
2441,0,1,0.5,1,336,1550
2442,0,1,0.5,1,336,1550
2443,0,1,0.5,1,336,1550
2444,0,1,0.5,1,336,1550
2445,0,1,0.5,1,336,1550
2446,0,1,0.5,1,336,1550
2447,0,1,0.5,1,336,1550
2448,0,1,0.5,1,336,1550
2449,0,1,0.5,1,336,1550
2450,0,1,0.5,1,336,1550
2451,0,1,0.5,1,336,1550
2452,0,1,0.5,1,336,1550
2453,0,1,0.5,1,336,1550
2454,0,1,0.5,1,336,1550
2455,0,1,0.5,1,336,1550
2456,0,1,0.5,1,336,1550
2457,0,1,0.5,1,336,1550
2458,0,1,0.5,1,336,1550
2459,0,1,0.5,1,336,1550
2460,0,1,0.5,1,336,1550
2461,0,1,0.5,1,336,1550
2462,0,1,0.5,1,336,1550
2463,0,1,0.5,1,336,1550
2426,0,1,0.5,1,336,1550
2425,0,1,0.5,1,336,1550
2424,0,1,0.5,1,336,1550
2423,0,1,0.5,1,336,1550
2422,0,1,0.5,1,336,1550
2421,0,1,0.5,1,336,1550
2420,0,1,0.5,1,336,1550
2419,0,1,0.5,1,336,1550
2418,0,1,0.5,1,336,1550
2417,0,1,0.5,1,336,1550
2416,0,1,0.5,1,336,1550
2415,0,1,0.5,1,336,1550
2414,0,1,0.5,1,336,1550
2413,0,1,0.5,1,336,1550
2412,0,1,0.5,1,336,1550
2411,0,1,0.5,1,336,1550
2410,0,1,0.5,1,336,1550
2409,0,1,0.5,1,336,1550
2408,0,1,0.5,1,336,1550
2407,0,1,0.5,1,336,1550
2406,0,1,0.5,1,336,1550
2405,0,1,0.5,1,336,1550
2404,0,1,0.5,1,336,1550
2403,0,1,0.5,1,336,1550
2402,0,1,0.5,1,336,1550
2401,0,1,0.5,1,336,1550
2400,0,1,0.5,1,336,1550
2399,0,1,0.5,1,336,1550
2398,0,1,0.5,1,336,1550
2397,0,1,0.5,1,336,1550
2396,0,1,0.5,1,336,1550
2395,0,1,0.5,1,336,1550
2394,0,1,0.5,1,336,1550
2393,0,1,0.5,1,336,1550
2392,0,1,0.5,1,336,1550
2391,0,1,0.5,1,336,1550
2420.8,0,1,1.5,1,336,1550
2420.9,0,1,1.5,1,336,1550
2421,0,1,1.5,1,336,1550
2421.1,0,1,1.5,1,336,1550
2421.2,0,1,1.5,1,336,1550
2421.3,0,1,1.5,1,336,1550
2420.7,0,1,1.5,1,336,1550
2420.6,0,1,1.5,1,336,1550
2420.5,0,1,1.5,1,336,1550
2420.4,0,1,1.5,1,336,1550
2420.3,0,1,1.5,1,336,1550
2460.7,0,1,1.5,2,336,1550
2460.8,0,1,1.5,2,336,1550
2460.9,0,1,1.5,2,336,1550
2461,0,1,1.5,2,336,1550
2461.1,0,1,1.5,2,336,1550
